what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576851769280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576851773243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576851797058
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1576851806538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576851807009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576851807896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576851833562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576851837993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576851844308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576851876714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576851879127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576851892220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576851905352
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576851908850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576851932866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576851940409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576851974501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852053390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852053504
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852063197
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1576852064860
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852065207
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852067370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852074941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852075063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852075292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852099657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852100019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852100141
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576852123441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852146719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852146953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852147144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852147453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1576852159741
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852161173
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1576852162280
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852162615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852162774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852162894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852164110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852164800
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852164803
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852174987
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576852224773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576852249794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576852251949
error,log,,,"Internal Error",1576852252568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576852275116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852291708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852292141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852294275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852294390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852295711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852295889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852297085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852315760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852323268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852323452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852324316
error,log,,,"Internal Error",1576852329338
error,log,,,"Internal Error",1576852329475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852337007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576852340729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852341209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852341268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852341784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852371909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576852382744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576852383685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576852391062
error,log,,,"Internal Error",1576852392714
error,log,,,"Internal Error",1576852393722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576852404496
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852406860
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1576852408440
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852408775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852409927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852410955
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852410958
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852425816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852432903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852452410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576852452439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852453086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852453205
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852462423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852487122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852489060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576852494074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852494941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852580773
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576852593630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1576852600124
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852603036
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1576852605459
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852605816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852605855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852605969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852606313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852607980
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1576852607983
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576852644034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576852649512
