what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855439514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855439596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855439740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855742580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576855757208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576855761245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576855763555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855766322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855766420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855766505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855782310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576855803769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576855807011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576855809411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576855818063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576855824591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576855829751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855843758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855843812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576855858767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576855860279
