what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915551323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915551563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915551822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915551922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915552569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915552738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1576915553383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915553874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915554054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915554256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915572225
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576915584089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576915609162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576915616270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915618185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915628622
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576915630333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915643737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915644172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576915649735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915650429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915650672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1576915651512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915652499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915670869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576915672668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915687059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915687109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915689450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915703508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915703657
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915704391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915704491
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576915705262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915715700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915717711
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915720951
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576915720951
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576915722811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576915730975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576915733734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576915735314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576915742707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915748820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915757724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915775303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915775612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915776135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915776248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915776387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915776503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576915788176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915788551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915788984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915789549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915790108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915793378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915793545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915793620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915793735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1576915799600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576915808292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915809243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576915809359
